User_ID,Age,Education_Level,Goal,Preferred_Category,Subcategory,Course_Name,Rating
1906,28,High School,Freelancing,Personal Development,Leadership,Emotional Intelligence,5.0
1907,39,High School,Upskilling,Music,Music Theory,Music Theory Basics,3.7
1908,20,Bachelors,Job,Engineering,Electrical,Power Engineering,3.8
1909,48,PhD,Switching Career,Programming,Machine Learning,Scikit-learn Basics,3.8
1910,41,PhD,Switching Career,Language Learning,Spanish,Conversational Spanish,4.4
1911,30,PhD,Upskilling,Personal Development,Productivity,Focus and Discipline,4.8
1912,23,Masters,Job,Programming,App Development,Flutter Beginner,3.5
1913,29,Masters,Job,Design,Canva,Canva for Beginners,4.7
1914,18,High School,Upskilling,Engineering,Electrical,Circuits and Systems,4.2
1915,47,Masters,Job,Engineering,Electrical,Circuits and Systems,4.4
1916,30,High School,Freelancing,Business,Marketing,Digital Marketing 101,3.9
1917,32,Bachelors,Job,Business,Management,Leadership Skills,4.3
1918,30,PhD,Freelancing,Music,Music Theory,Music Theory Basics,3.9
1919,21,PhD,Freelancing,Photography,DSLR Basics,Camera Settings 101,3.4
1920,30,Masters,Freelancing,Photography,Lighting Techniques,Natural Lighting,4.4
1921,22,Bachelors,Freelancing,Language Learning,Spanish,Beginner Spanish,3.8
1922,36,PhD,Upskilling,Writing,Copywriting,Ad Copy Techniques,4.6
1923,33,High School,Upskilling,Personal Development,Productivity,Time Management,3.1
1924,49,Masters,Job,Engineering,Robotics,Intro to Robotics,4.3
1925,46,High School,Job,Language Learning,French,French for Travelers,4.1
1926,38,PhD,Upskilling,Music,Piano,Classical Piano,3.6
1927,49,Masters,Freelancing,Writing,Content Writing,Blog Writing,3.1
1928,40,PhD,Switching Career,Music,Piano,Classical Piano,3.9
1929,47,PhD,Freelancing,Design,Graphic Design,Illustrator Course,4.9
1930,26,Masters,Switching Career,Design,Graphic Design,Illustrator Course,3.0
1931,29,Bachelors,Freelancing,Writing,Creative Writing,Writing Fiction,3.8
1932,27,Masters,Upskilling,Writing,Creative Writing,Short Story Writing,3.8
1933,37,Masters,Freelancing,Writing,Copywriting,Ad Copy Techniques,3.9
1934,28,PhD,Job,Language Learning,English,English Grammar,4.9
1935,48,Masters,Freelancing,Writing,Content Writing,SEO Content Writing,4.6
1936,44,PhD,Job,Personal Development,Public Speaking,Speaking with Confidence,3.7
1937,37,PhD,Job,Engineering,Mechanical,CAD Design,3.7
1938,41,Bachelors,Upskilling,Engineering,Robotics,Intro to Robotics,3.0
1939,41,PhD,Freelancing,Writing,Copywriting,Sales Copy Mastery,4.8
1940,38,PhD,Upskilling,Photography,Photo Editing,Photoshop for Photographers,4.4
1941,26,Masters,Freelancing,Engineering,Mechanical,Thermodynamics,4.0
1942,48,High School,Upskilling,Photography,DSLR Basics,Photography Composition,4.5
1943,38,High School,Switching Career,Music,Music Theory,Advanced Harmony,3.1
1944,42,Bachelors,Upskilling,Design,UI/UX,UX Research,3.9
1945,32,High School,Upskilling,Language Learning,German,German Basics,4.6
1946,38,PhD,Upskilling,Engineering,Mechanical,Thermodynamics,4.9
1947,25,Masters,Job,Writing,Content Writing,SEO Content Writing,3.5
1948,42,PhD,Job,Personal Development,Leadership,Leadership in Teams,3.3
1949,19,High School,Switching Career,Business,Entrepreneurship,Business Planning,4.6
1950,27,PhD,Switching Career,Photography,DSLR Basics,Photography Composition,4.5
1951,24,Masters,Switching Career,Personal Development,Productivity,Focus and Discipline,3.6
1952,26,Masters,Job,Business,Marketing,SEO Mastery,4.1
1953,41,Bachelors,Upskilling,Health & Fitness,Mental Health,Managing Stress,4.3
1954,38,PhD,Freelancing,Language Learning,English,Spoken English,3.6
1955,20,High School,Freelancing,Music,Guitar,Guitar for Beginners,3.3
1956,24,Bachelors,Freelancing,Business,Entrepreneurship,Business Planning,3.7
1957,44,Masters,Job,Music,Piano,Piano Lessons 101,4.0
1958,43,Bachelors,Job,Writing,Copywriting,Sales Copy Mastery,3.2
1959,34,Bachelors,Freelancing,Programming,Cybersecurity,Ethical Hacking,3.1
1960,32,PhD,Job,Programming,App Development,Flutter Beginner,4.9
1961,26,Masters,Upskilling,Health & Fitness,Mental Health,Mindfulness Meditation,3.0
1962,36,PhD,Job,Health & Fitness,Mental Health,Managing Stress,3.1
1963,20,Bachelors,Freelancing,Engineering,Robotics,Intro to Robotics,3.7
1964,23,Masters,Freelancing,Health & Fitness,Nutrition,Healthy Eating,4.1
1965,36,Masters,Upskilling,Photography,Photo Editing,Lightroom Editing,4.7
1966,34,Masters,Freelancing,Language Learning,French,Basic French A1,3.2
1967,36,PhD,Job,Music,Music Theory,Advanced Harmony,3.4
1968,25,High School,Switching Career,Business,Finance,Personal Finance,4.5
1969,37,Bachelors,Upskilling,Language Learning,German,German Basics,4.3
1970,32,Masters,Freelancing,Photography,DSLR Basics,Photography Composition,3.0
1971,29,Masters,Freelancing,Music,Music Theory,Advanced Harmony,4.4
1972,47,PhD,Freelancing,Music,Piano,Classical Piano,4.6
1973,33,High School,Job,Programming,Web Development,React Full Course,3.1
1974,18,Masters,Job,Personal Development,Leadership,Emotional Intelligence,4.5
1975,28,High School,Job,Language Learning,Spanish,Beginner Spanish,4.9
1976,41,High School,Upskilling,Health & Fitness,Mental Health,Managing Stress,3.6
1977,20,High School,Upskilling,Design,UI/UX,UI Design Principles,4.9
1978,31,High School,Job,Music,Guitar,Guitar for Beginners,3.2
1979,33,PhD,Upskilling,Personal Development,Productivity,Focus and Discipline,3.1
1980,27,Bachelors,Job,Health & Fitness,Mental Health,Mindfulness Meditation,3.1
1981,49,PhD,Switching Career,Health & Fitness,Nutrition,Healthy Eating,4.2
1982,20,High School,Upskilling,Personal Development,Public Speaking,TED Talk Techniques,3.4
1983,35,High School,Upskilling,Writing,Creative Writing,Short Story Writing,4.6
1984,20,PhD,Switching Career,Writing,Content Writing,Blog Writing,3.6
1985,23,Masters,Switching Career,Music,Music Theory,Music Theory Basics,3.7
1986,41,Bachelors,Upskilling,Language Learning,German,German Basics,4.2
1987,41,PhD,Upskilling,Personal Development,Productivity,Focus and Discipline,4.4
1988,44,Masters,Switching Career,Business,Entrepreneurship,Startup Success,3.7
1989,40,PhD,Switching Career,Photography,Lighting Techniques,Natural Lighting,4.8
1990,39,Bachelors,Upskilling,Photography,Lighting Techniques,Natural Lighting,4.7
1991,26,Bachelors,Switching Career,Business,Management,Project Management,5.0
1992,20,High School,Job,Personal Development,Public Speaking,Speaking with Confidence,4.5
1993,39,PhD,Job,Language Learning,French,Basic French A1,4.0
1994,43,Bachelors,Upskilling,Health & Fitness,Mental Health,Managing Stress,3.5
1995,47,Bachelors,Freelancing,Programming,Cybersecurity,Ethical Hacking,4.0
1996,22,Masters,Freelancing,Health & Fitness,Yoga,Beginner Yoga,4.1
1997,24,Bachelors,Job,Programming,Web Development,HTML CSS JS Mastery,3.2
1998,29,High School,Job,Personal Development,Leadership,Leadership in Teams,3.8
1999,40,PhD,Job,Engineering,Civil,AutoCAD Civil,3.8
2000,31,Masters,Switching Career,Engineering,Robotics,Intro to Robotics,4.4
